County,Post Office Location,Zip Code,Total  SNAP Households, Average Monthly SNAP Benefit per Household , Total Benefits Distributed 12/13 ,Total SNAP Recipients,Average Benefit per Recipient,Average Benefit per Meal ,Recipients 0-17,Recipients 18-64,Recipients 65+,Total Income-Eligible Individuals,Income-Eligible 0-17,Income-Eligible 18-64,Income-Eligible 65+,Total Income-Eligible but not Receiving ,Income-Eligible but not Receiving 0-17,Income-Eligible but not Receiving  18-64,Income-Eligible but not Receiving 65+,Total Participation Rate,Participation Rate 0-17,Participation Rate 18-64,Participation Rate 65+
Nueces,Corpus Christi,78401,725, $210.51 ," $152,621.00 ",1307, $116.77 , $1.30 ,523,691,93,2202,544,1448,211,896,21,757,118,59%,96%,48%,44%
Nueces,Corpus Christi,78410,1181, $297.72 ," $351,613.00 ",3066, $114.68 , $1.27 ,1697,1242,127,5323,2693,2207,423,2257,996,965,296,58%,63%,56%,30%
Nueces,Corpus Christi,78418,1222, $257.99 ," $315,263.00 ",2851, $110.58 , $1.23 ,1444,1291,116,6521,2364,3869,288,3670,920,2578,172,44%,61%,33%,40%
Nueces,Corpus Christi,78415,3544, $288.92 ," $1,023,936.00 ",9108, $112.42 , $1.25 ,5062,3622,424,14016,6251,6438,1327,4908,1189,2816,903,65%,81%,56%,32%
Nueces,Corpus Christi,78405,2064, $254.96 ," $526,230.00 ",4631, $113.63 , $1.26 ,2349,1937,345,6573,2191,3443,939,2100,0,1506,594,70%,100%,56%,37%
Nueces,Corpus Christi,78417,336, $272.62 ," $91,599.00 ",824, $111.16 , $1.24 ,448,319,57,907,238,615,54,296,0,296,0,91%,100%,52%,100%
Nueces,Corpus Christi,78403,124, $188.15 ," $23,331.00 ",229, $101.88 , $1.13 ,95,105,29,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Nueces,Corpus Christi,78460,41, $230.34 ," $9,444.00 ",91, $103.78 , $1.15 ,43,36,12,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Nueces,Corpus Christi,78463,123, $205.28 ," $25,249.00 ",218, $115.82 , $1.29 ,88,112,18,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Nueces,Banquete,78339,94, $250.64 ," $23,560.00 ",222, $106.13 , $1.18 ,104,94,24,122,19,75,28,4,0,0,4,100%,100%,100%,87%
Nueces,Corpus Christi,78402,41, $184.17 ," $7,551.00 ",62, $121.79 , $1.35 ,19,39,4,153,0,105,47,109,0,66,43,41%,0%,37%,8%
Nueces,Corpus Christi,78414,632, $259.75 ," $164,163.00 ",1486, $110.47 , $1.23 ,745,627,114,3359,998,2023,337,1872,253,1396,223,44%,75%,31%,34%
Nueces,Corpus Christi,78409,187, $280.12 ," $52,382.00 ",458, $114.37 , $1.27 ,247,185,26,868,276,546,46,410,29,361,20,53%,89%,34%,56%
Nueces,Agua Dulce,78330,58, $262.83 ," $15,244.00 ",159, $95.87 , $1.07 ,82,63,14,204,70,85,50,58,0,22,36,78%,100%,74%,28%
Nueces,Corpus Christi,78411,1601, $249.95 ," $400,176.00 ",3656, $109.46 , $1.22 ,1819,1637,200,5601,1809,3164,628,1955,0,1527,428,65%,100%,52%,32%
Nueces,Corpus Christi,78467,169, $226.49 ," $38,276.00 ",370, $103.45 , $1.15 ,163,174,33,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Nueces,Corpus Christi,78406,92, $259.75 ," $23,897.00 ",220, $108.62 , $1.21 ,109,96,15,277,31,227,18,134,0,131,3,79%,100%,42%,81%
Nueces,Port Aransas,78373,91, $214.69 ," $19,537.00 ",171, $114.25 , $1.27 ,68,91,12,630,190,382,58,459,122,291,46,27%,36%,24%,21%
Nueces,Corpus Christi,78465,184, $188.01 ," $34,594.00 ",344, $100.56 , $1.12 ,142,161,41,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Nueces,Corpus Christi,78408,1358, $263.24 ," $357,482.00 ",3186, $112.20 , $1.25 ,1625,1361,200,6403,3138,2758,507,3217,1513,1397,307,50%,52%,49%,39%
Nueces,Corpus Christi,78427,42, $239.67 ," $10,066.00 ",88, $114.39 , $1.27 ,41,45,2,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Ochiltree,Perryton,79070,211, $268.37 ," $56,626.00 ",536, $105.65 , $1.17 ,336,167,33,3444,1454,1750,239,2907,1118,1583,206,16%,23%,10%,14%
Ochiltree,Farnsworth,79033,2, $478.00 , $956.00 ,8, $119.50 , $1.33 ,5,3,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Ochiltree,Waka,79093,3, $402.33 ," $1,207.00 ",11, $109.73 , $1.22 ,8,3,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Oldham,Adrian,79001,4, $114.25 , $457.00 ,8, $57.13 , $0.63 ,2,4,2,31,2,21,8,23,0,17,6,26%,100%,19%,25%
Oldham,Vega,79092,24, $230.71 ," $5,537.00 ",59, $93.85 , $1.04 ,23,29,7,206,59,101,46,147,36,72,39,29%,39%,29%,15%
Oldham,Boys Ranch,79010,6, $186.50 ," $1,119.00 ",14, $79.93 , $0.89 ,6,8,0,206,0,121,85,198,0,113,85,7%,0%,7%,0%
Oldham,Wildorado,79098,9, $215.67 ," $1,941.00 ",24, $80.88 , $0.90 ,10,10,4,132,22,81,29,108,12,71,25,18%,44%,12%,14%
Orange,Vidor,77670,116, $175.41 ," $20,347.00 ",220, $92.49 , $1.03 ,83,118,19,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Orange,Bridge City,77611,280, $275.94 ," $77,262.00 ",713, $108.36 , $1.20 ,365,335,13,1241,493,615,133,528,128,280,120,57%,74%,54%,10%
Orange,Orange,77630,2145, $240.18 ," $515,196.00 ",4627, $111.35 , $1.24 ,2152,2235,240,6939,2251,3699,989,2312,99,1464,749,67%,96%,60%,24%
Orange,Orange,77632,868, $266.54 ," $231,359.00 ",2021, $114.48 , $1.27 ,998,959,64,4084,1560,2211,313,2063,562,1252,249,49%,64%,43%,20%
Orange,Orange,77631,93, $196.16 ," $18,243.00 ",173, $105.45 , $1.17 ,63,98,12,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Orange,Mauriceville,77626,69, $212.38 ," $14,654.00 ",135, $108.55 , $1.21 ,59,65,11,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Orange,Orangefield,77639,44, $247.43 ," $10,887.00 ",95, $114.60 , $1.27 ,43,48,4,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Palo Pinto,Mineral Wells,76068,57, $159.37 ," $9,084.00 ",92, $98.74 , $1.10 ,30,53,9,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Palo Pinto,Strawn,76475,30, $227.27 ," $6,818.00 ",76, $89.71 , $1.00 ,42,25,9,170,27,105,38,109,0,80,29,45%,100%,24%,24%
Palo Pinto,Santo,76472,30, $293.03 ," $8,791.00 ",85, $103.42 , $1.15 ,49,31,5,209,77,109,24,125,28,78,19,41%,64%,29%,21%
Palo Pinto,Mingus,76463,21, $130.43 ," $2,739.00 ",30, $91.30 , $1.01 ,8,17,5,134,32,56,46,104,24,39,41,22%,25%,30%,11%
Palo Pinto,Palo Pinto,76484,25, $172.24 ," $4,306.00 ",43, $100.14 , $1.11 ,15,18,10,88,7,55,26,53,0,37,16,49%,100%,33%,39%
Palo Pinto,Gordon,76453,17, $229.76 ," $3,906.00 ",37, $105.57 , $1.17 ,16,19,2,148,38,81,29,111,22,62,27,25%,42%,23%,7%
Palo Pinto,Graford,76449,85, $216.18 ," $18,375.00 ",164, $112.04 , $1.24 ,70,79,15,405,94,210,101,241,24,131,86,40%,75%,38%,15%
Panola,Clayton,75637,7, $210.71 ," $1,475.00 ",13, $113.46 , $1.26 ,5,8,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Panola,Panola,75685,16, $268.44 ," $4,295.00 ",37, $116.08 , $1.29 ,15,22,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Panola,Gary,75643,99, $251.86 ," $24,934.00 ",219, $113.85 , $1.27 ,103,100,16,481,112,254,114,261,9,154,98,46%,92%,39%,14%
Panola,De Berry,75639,181, $207.46 ," $37,550.00 ",386, $97.28 , $1.08 ,176,168,42,376,102,201,72,63,0,33,30,100%,100%,83%,58%
Panola,Long Branch,75669,22, $170.64 ," $3,754.00 ",37, $101.46 , $1.13 ,11,20,6,29,0,21,8,3,0,1,2,100%,0%,93%,76%
Panola,Carthage,75633,753, $236.14 ," $177,814.00 ",1663, $106.92 , $1.19 ,818,724,121,2603,1000,1178,425,940,182,454,304,64%,82%,61%,28%
Panola,Beckville,75631,126, $280.82 ," $35,383.00 ",313, $113.04 , $1.26 ,166,136,11,386,102,205,79,137,0,69,68,81%,100%,66%,14%
Parker,Weatherford,76086,828, $256.07 ," $212,026.00 ",2000, $106.01 , $1.18 ,1076,782,142,4550,1485,2224,840,2549,409,1442,698,44%,72%,35%,17%
Parker,Peaster,76485,6, $388.00 ," $2,328.00 ",17, $136.94 , $1.52 ,8,8,1,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Parker,Azle,76098,30, $230.20 ," $6,906.00 ",64, $107.91 , $1.20 ,22,35,7,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Parker,Whitt,76490,2, $538.50 ," $1,077.00 ",8, $134.63 , $1.50 ,5,3,0,29,13,16,0,21,8,13,0,28%,38%,19%,0%
Parker,Weatherford,76085,261, $285.53 ," $74,523.00 ",668, $111.56 , $1.24 ,354,295,19,1662,610,946,106,994,256,651,87,40%,58%,31%,18%
Parker,Dennis,76439,3, $205.00 , $615.00 ,4, $153.75 , $1.71 ,0,3,1,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Parker,Weatherford,76088,240, $248.81 ," $59,715.00 ",583, $102.43 , $1.14 ,315,234,34,1847,768,932,147,1264,453,698,113,32%,41%,25%,23%
Parmer,Bovina,79009,80, $228.34 ," $18,267.00 ",217, $84.18 , $0.94 ,132,66,19,570,278,250,42,353,146,184,23,38%,47%,26%,45%
Parmer,Lazbuddie,79053,7, $242.57 ," $1,698.00 ",17, $99.88 , $1.11 ,8,5,4,14,0,14,0,9,0,9,0,100%,0%,35%,0%
Parmer,Friona,79035,165, $264.44 ," $43,632.00 ",431, $101.23 , $1.12 ,265,143,23,1566,734,682,151,1136,469,539,128,28%,36%,21%,15%
Parmer,Farwell,79325,53, $221.79 ," $11,755.00 ",157, $74.87 , $0.83 ,86,50,21,444,175,195,73,286,89,145,52,35%,49%,26%,29%
Pecos,Iraan,79744,28, $379.75 ," $10,633.00 ",86, $123.64 , $1.37 ,55,29,2,69,28,26,16,14,0,0,14,100%,100%,100%,13%
Pecos,Coyanosa,79730,24, $208.04 ," $4,993.00 ",55, $90.78 , $1.01 ,23,15,17,61,0,0,61,44,0,0,44,90%,0%,0%,28%
Pecos,Imperial,79743,11, $240.36 ," $2,644.00 ",28, $94.43 , $1.05 ,14,12,2,100,37,59,3,71,23,47,1,28%,37%,20%,59%
Pecos,Sheffield,79781,6, $187.33 ," $1,124.00 ",13, $86.46 , $0.96 ,6,5,2,57,33,21,2,43,27,16,0,23%,18%,23%,88%
Pecos,Girvin,79740,1, $347.00 , $347.00 ,2, $173.50 , $1.93 ,1,1,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Pecos,Fort Stockton,79735,650, $237.08 ," $154,104.00 ",1541, $100.00 , $1.11 ,790,549,202,3177,1400,1269,507,1635,610,720,305,49%,56%,43%,40%
Polk,Goodrich,77335,176, $211.37 ," $37,201.00 ",363, $102.48 , $1.14 ,171,163,29,1365,429,775,161,1002,258,612,132,27%,40%,21%,18%
Polk,Camden,75934,14, $179.29 ," $2,510.00 ",29, $86.55 , $0.96 ,12,15,2,162,89,58,15,133,77,43,13,18%,14%,26%,13%
Polk,Moscow,75960,56, $215.52 ," $12,069.00 ",109, $110.72 , $1.23 ,55,46,8,313,148,149,16,204,93,103,8,35%,37%,31%,50%
Polk,Ace,77326,42, $192.88 ," $8,101.00 ",89, $91.02 , $1.01 ,33,49,7,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Polk,Livingston,77351,1947, $239.24 ," $465,806.00 ",4268, $109.14 , $1.21 ,2041,1936,291,7391,2338,4018,1035,3123,297,2082,744,58%,87%,48%,28%
Polk,Livingston,77399,5, $99.80 , $499.00 ,5, $99.80 , $1.11 ,0,5,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Polk,Onalaska,77360,450, $213.45 ," $96,051.00 ",920, $104.40 , $1.16 ,395,460,65,1843,494,1141,208,923,99,681,143,50%,80%,40%,31%
Polk,Corrigan,75939,284, $240.64 ," $68,341.00 ",659, $103.70 , $1.15 ,345,272,42,1387,431,820,136,728,86,548,94,48%,80%,33%,31%
Polk,Dallardsville,77332,5, $269.20 ," $1,346.00 ",12, $112.17 , $1.25 ,7,4,1,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Polk,Leggett,77350,53, $189.83 ," $10,061.00 ",92, $109.36 , $1.22 ,31,53,8,39,14,20,5,0,0,0,0,100%,100%,100%,100%
Potter,Amarillo,79116,61, $184.03 ," $11,226.00 ",114, $98.47 , $1.09 ,45,59,10,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Potter,Bushland,79012,14, $338.50 ," $4,739.00 ",38, $124.71 , $1.39 ,20,16,2,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Potter,Amarillo,79108,514, $264.60 ," $136,004.00 ",1354, $100.45 , $1.12 ,734,544,76,2612,792,1509,311,1258,58,965,235,52%,93%,36%,24%
Potter,Amarillo,79101,253, $198.21 ," $50,147.00 ",470, $106.70 , $1.19 ,198,240,32,985,163,727,95,550,0,487,63,48%,100%,33%,34%
Potter,Amarillo,79107,3120, $294.67 ," $919,382.00 ",8731, $105.30 , $1.17 ,5132,3187,412,15095,6428,7681,986,6364,1296,4494,574,58%,80%,41%,42%
Potter,Amarillo,79104,571, $284.09 ," $162,214.00 ",1526, $106.30 , $1.18 ,922,503,101,2764,1267,1260,237,1238,345,757,136,55%,73%,40%,43%
Potter,Amarillo,79105,43, $252.05 ," $10,838.00 ",94, $115.30 , $1.28 ,41,47,6,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Potter,Amarillo,79102,617, $268.56 ," $165,702.00 ",1702, $97.36 , $1.08 ,926,706,70,2929,1220,1484,225,1227,294,778,155,58%,76%,48%,31%
Potter,Amarillo,79117,54, $227.28 ," $12,273.00 ",110, $111.57 , $1.24 ,49,51,10,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Potter,Amarillo,79111,29, $336.24 ," $9,751.00 ",96, $101.57 , $1.13 ,54,41,1,204,75,122,8,109,21,81,7,47%,72%,34%,13%
Potter,Amarillo,79120,72, $220.69 ," $15,890.00 ",151, $105.23 , $1.17 ,75,60,16,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Potter,Amarillo,79159,12, $175.00 ," $2,100.00 ",20, $105.00 , $1.17 ,6,13,1,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Potter,Masterson,79058,1, $127.00 , $127.00 ,5, $25.40 , $0.28 ,3,2,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Presidio,Presidio,79845,664, $175.05 ," $116,232.00 ",1293, $89.89 , $1.00 ,485,351,457,2074,891,743,440,798,406,392,0,62%,54%,47%,100%
Presidio,Marfa,79843,171, $224.72 ," $38,427.00 ",374, $102.75 , $1.14 ,181,128,65,397,117,146,134,87,0,18,69,94%,100%,88%,49%
Presidio,Redford,79846,11, $250.27 ," $2,753.00 ",29, $94.93 , $1.05 ,13,9,7,31,0,23,8,15,0,14,1,93%,0%,39%,87%
Rains,Point,75472,211, $227.83 ," $48,073.00 ",448, $107.31 , $1.19 ,192,222,34,750,213,371,166,302,21,149,132,60%,90%,60%,21%
Rains,Emory,75440,266, $218.96 ," $58,244.00 ",581, $100.25 , $1.11 ,268,266,47,1454,473,696,286,874,205,430,239,40%,57%,38%,16%
Randall,Amarillo,79114,51, $212.96 ," $10,861.00 ",101, $107.53 , $1.19 ,44,50,7,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Randall,Umbarger,79091,3, $544.00 ," $1,632.00 ",11, $148.36 , $1.65 ,7,4,0,14,0,14,0,10,0,10,0,80%,0%,29%,0%
Randall,Amarillo,79110,772, $275.46 ," $212,656.00 ",2117, $100.45 , $1.12 ,1184,861,72,3208,1356,1643,209,1091,172,782,137,66%,87%,52%,34%
Randall,Amarillo,79119,98, $262.20 ," $25,696.00 ",252, $101.97 , $1.13 ,129,116,7,829,97,571,161,609,0,455,154,30%,100%,20%,4%
Randall,Canyon,79015,323, $256.11 ," $82,723.00 ",840, $98.48 , $1.09 ,425,364,51,4389,803,3389,197,3549,378,3025,146,19%,53%,11%,26%
Randall,Canyon,79016,3, $152.67 , $458.00 ,5, $91.60 , $1.02 ,1,4,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Reagan,Big Lake,76932,83, $268.83 ," $22,313.00 ",206, $108.32 , $1.20 ,122,68,16,511,182,246,83,305,60,178,67,40%,67%,28%,19%
Real,Leakey,78873,61, $230.97 ," $14,089.00 ",130, $108.38 , $1.20 ,63,56,11,372,121,212,39,242,58,156,28,35%,52%,26%,28%
Real,Camp Wood,78833,118, $199.25 ," $23,512.00 ",254, $92.57 , $1.03 ,106,101,47,470,125,216,129,216,19,115,82,54%,85%,47%,36%
Real,Rio Frio,78879,8, $250.88 ," $2,007.00 ",15, $133.80 , $1.49 ,7,6,2,48,0,11,37,40,0,5,35,31%,0%,55%,5%
Red River,Avery,75554,62, $202.13 ," $12,532.00 ",133, $94.23 , $1.05 ,54,66,13,253,52,127,74,122,0,61,61,53%,100%,52%,17%
Red River,Detroit,75436,102, $249.70 ," $25,469.00 ",237, $107.46 , $1.19 ,102,118,17,383,99,220,63,148,0,102,46,62%,100%,54%,27%
Red River,Annona,75550,43, $193.86 ," $8,336.00 ",88, $94.73 , $1.05 ,38,37,13,233,29,141,63,154,0,104,50,38%,100%,26%,21%
Red River,Clarksville,75426,499, $201.99 ," $100,791.00 ",1015, $99.30 , $1.10 ,440,465,110,1733,535,908,291,719,95,443,181,59%,82%,51%,38%
Red River,Bogata,75417,152, $212.37 ," $32,280.00 ",326, $99.02 , $1.10 ,136,156,34,437,147,161,129,111,11,5,95,75%,92%,97%,26%
Red River,Bagwell,75412,42, $210.67 ," $8,848.00 ",88, $100.55 , $1.12 ,39,37,12,209,58,110,41,121,19,73,29,42%,67%,34%,29%
Reeves,Orla,79770,1, $632.00 , $632.00 ,4, $158.00 , $1.76 ,3,1,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Reeves,Toyah,79785,12, $170.17 ," $2,042.00 ",23, $88.78 , $0.99 ,8,8,7,74,10,46,18,51,2,38,11,31%,80%,17%,39%
Reeves,Pecos,79772,679, $222.36 ," $150,980.00 ",1513, $99.79 , $1.11 ,716,577,220,3257,1144,1468,644,1743,428,891,424,46%,63%,39%,34%
Reeves,Saragosa,79780,25, $187.76 ," $4,694.00 ",52, $90.27 , $1.00 ,26,14,12,206,0,170,36,180,0,156,24,25%,0%,8%,34%
Reeves,Balmorhea,79718,38, $211.87 ," $8,051.00 ",74, $108.80 , $1.21 ,29,32,13,349,152,129,68,275,123,97,55,21%,19%,25%,19%
Refugio,Tivoli,77990,50, $202.94 ," $10,147.00 ",102, $99.48 , $1.11 ,46,39,17,162,4,73,86,103,0,34,69,63%,100%,53%,20%
Refugio,Refugio,78377,219, $218.65 ," $47,885.00 ",482, $99.35 , $1.10 ,231,209,42,844,330,399,114,361,99,190,72,57%,70%,52%,37%
Refugio,Woodsboro,78393,97, $249.19 ," $24,171.00 ",227, $106.48 , $1.18 ,102,98,27,481,135,272,73,253,33,174,46,47%,75%,36%,37%
Refugio,Austwell,77950,4, $172.75 , $691.00 ,5, $138.20 , $1.54 ,2,1,2,39,11,22,7,35,9,21,5,13%,19%,5%,30%
Refugio,Bayside,78340,22, $303.05 ," $6,667.00 ",65, $102.57 , $1.14 ,33,27,5,105,24,44,37,49,0,17,32,62%,100%,61%,14%
Roberts,Miami,79059,9, $320.78 ," $2,887.00 ",24, $120.29 , $1.34 ,14,9,1,89,45,36,8,65,31,27,7,27%,31%,25%,13%
Robertson,Mumford,77867,9, $179.89 ," $1,619.00 ",17, $95.24 , $1.06 ,7,4,6,21,0,9,13,12,0,5,7,80%,0%,47%,47%
Robertson,Wheelock,77882,5, $380.00 ," $1,900.00 ",15, $126.67 , $1.41 ,9,5,1,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Robertson,Calvert,77837,215, $199.05 ," $42,795.00 ",412, $103.87 , $1.15 ,168,195,49,819,211,433,175,407,43,238,126,50%,79%,45%,28%
Robertson,Hearne,77859,708, $244.38 ," $173,024.00 ",1596, $108.41 , $1.20 ,822,671,103,2374,907,1099,368,778,85,428,265,67%,91%,61%,28%
Robertson,Franklin,77856,182, $244.42 ," $44,485.00 ",419, $106.17 , $1.18 ,207,190,22,671,268,247,157,253,61,57,135,62%,77%,77%,14%
Robertson,Bremond,76629,135, $234.34 ," $31,636.00 ",278, $113.80 , $1.26 ,120,132,26,449,100,270,79,191,0,138,53,62%,100%,49%,33%
Robertson,New Baden,77870,6, $187.33 ," $1,124.00 ",10, $112.40 , $1.25 ,2,8,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Rockwall,Rockwall,75032,490, $284.96 ," $139,632.00 ",1275, $109.52 , $1.22 ,797,401,77,3495,1238,2062,195,2220,441,1661,118,36%,64%,19%,39%
Rockwall,Fate,75132,16, $301.13 ," $4,818.00 ",42, $114.71 , $1.27 ,22,19,1,84,37,42,5,42,15,23,4,50%,60%,45%,18%
Runnels,Ballinger,76821,313, $220.53 ," $69,026.00 ",699, $98.75 , $1.10 ,315,315,69,1595,635,720,240,896,320,405,171,44%,50%,44%,29%
Runnels,Rowena,76875,13, $227.15 ," $2,953.00 ",36, $82.03 , $0.91 ,17,15,4,100,16,57,28,66,0,42,24,36%,100%,26%,14%
Runnels,Norton,76865,3, $117.00 , $351.00 ,3, $117.00 , $1.30 ,0,1,2,41,0,9,32,38,0,8,30,7%,0%,11%,6%
Rusk,Price,75687,11, $295.73 ," $3,253.00 ",33, $98.58 , $1.10 ,22,9,2,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Rusk,Minden,75680,9, $241.89 ," $2,177.00 ",15, $145.13 , $1.61 ,5,8,2,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Rusk,Joinerville,75658,16, $217.81 ," $3,485.00 ",31, $112.42 , $1.25 ,9,22,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Rusk,New London,75682,19, $241.58 ," $4,590.00 ",42, $109.29 , $1.21 ,20,20,2,137,63,36,38,95,43,16,36,31%,32%,55%,5%
Rusk,Henderson,75654,497, $276.33 ," $137,336.00 ",1296, $105.97 , $1.18 ,786,458,52,3353,1322,1504,528,2058,536,1046,476,39%,59%,30%,10%
Rusk,Selman City,75689,18, $200.39 ," $3,607.00 ",39, $92.49 , $1.03 ,20,17,2,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Rusk,Laird Hill,75666,33, $210.97 ," $6,962.00 ",68, $102.38 , $1.14 ,29,31,8,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Rusk,Laneville,75667,70, $215.41 ," $15,079.00 ",147, $102.58 , $1.14 ,65,65,17,177,22,110,46,74,0,45,29,83%,100%,59%,37%
Rusk,Mount Enterprise,75681,136, $227.23 ," $30,903.00 ",294, $105.11 , $1.17 ,133,135,26,396,107,203,87,129,0,68,61,74%,100%,67%,30%
Rusk,Henderson,75653,60, $223.62 ," $13,417.00 ",144, $93.17 , $1.04 ,74,54,16,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Sabine,Pineland,75968,129, $288.71 ," $37,244.00 ",313, $118.99 , $1.32 ,154,149,10,554,134,317,103,261,0,168,93,57%,100%,47%,10%
Sabine,Milam,75959,64, $186.95 ," $11,965.00 ",116, $103.15 , $1.15 ,43,58,15,143,11,112,20,59,0,54,5,81%,100%,52%,76%
Sabine,Hemphill,75948,400, $220.96 ," $88,382.00 ",769, $114.93 , $1.28 ,276,448,45,1940,629,1025,285,1170,353,577,240,40%,44%,44%,16%
San Augustine,Broaddus,75929,119, $224.43 ," $26,707.00 ",241, $110.82 , $1.23 ,101,120,20,397,0,263,134,257,0,143,114,61%,0%,46%,15%
San Augustine,San Augustine,75972,620, $236.92 ," $146,891.00 ",1299, $113.08 , $1.26 ,594,590,115,2629,952,1229,448,1330,358,639,333,49%,62%,48%,26%
San Jacinto,Shepherd,77371,660, $255.95 ," $168,927.00 ",1519, $111.21 , $1.24 ,727,704,88,2660,942,1559,158,1140,215,855,70,57%,77%,45%,56%
San Jacinto,Pointblank,77364,149, $232.05 ," $34,576.00 ",302, $114.49 , $1.27 ,128,149,25,568,86,260,222,308,0,111,197,53%,100%,57%,11%
San Jacinto,Oakhurst,77359,54, $210.07 ," $11,344.00 ",101, $112.32 , $1.25 ,39,48,14,106,45,24,38,30,6,0,24,95%,87%,100%,37%
San Jacinto,Coldspring,77331,503, $216.66 ," $108,981.00 ",982, $110.98 , $1.23 ,380,530,72,1195,277,578,340,316,0,48,268,82%,100%,92%,21%
San Patricio,Gregory,78359,161, $243.20 ," $39,155.00 ",390, $100.40 , $1.12 ,195,155,40,742,344,288,110,352,149,133,70,53%,57%,54%,36%
San Patricio,Sinton,78387,724, $236.83 ," $171,462.00 ",1708, $100.39 , $1.12 ,841,710,157,2444,900,1287,258,737,59,577,101,70%,93%,55%,61%
San Patricio,Odem,78370,243, $263.02 ," $63,915.00 ",598, $106.88 , $1.19 ,313,222,63,860,320,402,139,263,7,180,76,70%,98%,55%,45%
San Patricio,Taft,78390,434, $263.87 ," $114,521.00 ",1107, $103.45 , $1.15 ,568,446,93,1554,720,613,221,447,152,167,128,71%,79%,73%,42%
San Patricio,Ingleside,78362,405, $255.16 ," $103,340.00 ",1001, $103.24 , $1.15 ,523,434,44,1245,532,654,60,245,9,220,16,80%,98%,66%,74%
San Patricio,Edroy,78352,17, $285.65 ," $4,856.00 ",48, $101.17 , $1.12 ,27,17,4,67,0,67,0,50,0,50,0,72%,0%,25%,0%
San Patricio,Aransas Pass,78335,128, $198.27 ," $25,378.00 ",259, $97.98 , $1.09 ,109,124,26,0,0,0,0,0,0,0,0,0%,0%,0%,0%
San Patricio,Portland,78374,369, $293.20 ," $108,192.00 ",1013, $106.80 , $1.19 ,567,410,36,2109,1004,961,144,1096,437,551,108,48%,56%,43%,25%
San Saba,Cherokee,76832,15, $179.60 ," $2,694.00 ",31, $86.90 , $0.97 ,10,14,7,89,16,49,24,58,6,35,17,35%,62%,29%,29%
San Saba,San Saba,76877,232, $237.98 ," $55,211.00 ",538, $102.62 , $1.14 ,252,238,48,931,321,446,165,394,69,208,117,58%,79%,53%,29%
San Saba,Bend,76824,2, $394.50 , $789.00 ,6, $131.50 , $1.46 ,4,2,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
San Saba,Richland Springs,76871,33, $298.09 ," $9,837.00 ",89, $110.53 , $1.23 ,43,43,3,266,125,90,50,176,82,47,47,33%,34%,48%,6%
Schleicher,Eldorado,76936,86, $233.15 ," $20,051.00 ",191, $104.98 , $1.17 ,96,67,28,943,408,392,142,751,312,325,114,20%,24%,17%,20%
Scurry,Snyder,79550,48, $254.08 ," $12,196.00 ",108, $112.93 , $1.25 ,46,49,13,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Scurry,Snyder,79549,515, $265.09 ," $136,521.00 ",1256, $108.70 , $1.21 ,662,500,94,3232,1319,1449,465,1977,657,949,371,39%,50%,35%,20%
Scurry,Hermleigh,79526,25, $185.40 ," $4,635.00 ",53, $87.45 , $0.97 ,21,23,9,127,64,47,15,73,43,24,6,42%,33%,49%,59%
